LOCATION,Year,Value
LTU,1998,3.549331
LTU,1999,3.524237
LTU,2000,3.499534
LTU,2001,3.470817
LTU,2002,3.443066
LTU,2003,3.415209
LTU,2004,3.377073
LTU,2005,3.322525
LTU,2006,3.269903
LTU,2007,3.231297
LTU,2008,3.198234
LTU,2009,3.162911
LTU,2010,3.097292
LTU,2011,3.028119
LTU,2012,2.987773
LTU,2013,2.957689
LTU,2014,2.932366
LTU,2015,2.904908
LTU,2016,2.868234
LTU,2017,2.828398
LTU,2018,2.801541
MLT,1960,0.311534
MLT,1961,0.312914
MLT,1962,0.315032
MLT,1963,0.317447
MLT,1964,0.319588
MLT,1965,0.321019
MLT,1966,0.321606
MLT,1967,0.321508
MLT,1968,0.320979
MLT,1969,0.320414
MLT,1970,0.320086
MLT,1971,0.320078
MLT,1972,0.320317
MLT,1973,0.320854
MLT,1974,0.321683
MLT,1975,0.322821
MLT,1976,0.324279
MLT,1977,0.326079
MLT,1978,0.328201
MLT,1979,0.330611
MLT,1980,0.333274
MLT,1981,0.336193
MLT,1982,0.339342
MLT,1983,0.342628
MLT,1984,0.330593
MLT,1985,0.336452
MLT,1986,0.342121
MLT,1987,0.344485
MLT,1988,0.347325
MLT,1989,0.350722
MLT,1990,0.35417
MLT,1991,0.357727
MLT,1992,0.36126
MLT,1993,0.364704
MLT,1994,0.367941
MLT,1995,0.370433
MLT,1996,0.372687
MLT,1997,0.375236
MLT,1998,0.377516
MLT,1999,0.37936
MLT,2000,0.385808
MLT,2001,0.393028
MLT,2002,0.395969
MLT,2003,0.398582
MLT,2004,0.401263
MLT,2005,0.403825
MLT,2006,0.405311
MLT,2007,0.406725
MLT,2008,0.409375
MLT,2009,0.412475
MLT,2010,0.414512
MLT,2011,0.416263
MLT,2012,0.420027
MLT,2013,0.425966
MLT,2014,0.434551
MLT,2015,0.445053
MLT,2016,0.455355
MLT,2017,0.468005
MLT,2018,0.483793
ROU,1960,18.613939
ROU,1961,18.780202
ROU,1962,18.924157
ROU,1963,19.059938
ROU,1964,19.207135
ROU,1965,19.379568
ROU,1966,19.582327
ROU,1967,19.810585
ROU,1968,19.799831
ROU,1969,20.009141
ROU,1970,20.250396
ROU,1971,20.461575
ROU,1972,20.657956
ROU,1973,20.835682
ROU,1974,21.029428
ROU,1975,21.293586
ROU,1976,21.551631
ROU,1977,21.756097
ROU,1978,21.951467
ROU,1979,22.090484
ROU,1980,22.207284
ROU,1981,22.353071
ROU,1982,22.475742
ROU,1983,22.560476
ROU,1984,22.640545
ROU,1985,22.732997
ROU,1986,22.836836
ROU,1987,22.949427
ROU,1988,23.05766
ROU,1989,23.16146
ROU,1990,23.201832
ROU,1991,23.00116
ROU,1992,22.794284
ROU,1993,22.763283
ROU,1994,22.730216
ROU,1995,22.684268
ROU,1996,22.619005
ROU,1997,22.553982
ROU,1998,22.507354
ROU,1999,22.472043
ROU,2000,22.442973
ROU,2001,22.131974
ROU,2002,21.675775
ROU,2003,21.574365
ROU,2004,21.451845
ROU,2005,21.319673
ROU,2006,21.193749
ROU,2007,20.88298
ROU,2008,20.537848
ROU,2009,20.367437
ROU,2010,20.246798
ROU,2011,20.147657
ROU,2012,20.060182
ROU,2013,19.988694
ROU,2014,19.916451
ROU,2015,19.82225
ROU,2016,19.706529
ROU,2017,19.588146
ROU,2018,19.471332
SAU,1960,4.086539
SAU,1961,4.218879
SAU,1962,4.362864
SAU,1963,4.516659
SAU,1964,4.677404
SAU,1965,4.843635
SAU,1966,5.015204
SAU,1967,5.194846
SAU,1968,5.387486
SAU,1969,5.599628
SAU,1970,5.836389
SAU,1971,6.100994
SAU,1972,6.393894
SAU,1973,6.714095
SAU,1974,7.059334
SAU,1975,7.428703
SAU,1976,7.818613
SAU,1977,8.231604
SAU,1978,8.67984
SAU,1979,9.179621
SAU,1980,9.740599
SAU,1981,10.366661
SAU,1982,11.04808
SAU,1983,11.763837
SAU,1984,12.484967
SAU,1985,13.189115
SAU,1986,13.869012
SAU,1987,14.52566
SAU,1988,15.155223
SAU,1989,15.755944
SAU,1990,16.326815
SAU,1991,16.867829
SAU,1992,17.378833
SAU,1993,17.85975
SAU,1994,18.31109
SAU,1995,18.735841
SAU,1996,19.131578
SAU,1997,19.505576
SAU,1998,19.882458
SAU,1999,20.294406
SAU,2000,20.764312
SAU,2001,21.303592
SAU,2002,21.906308
SAU,2003,22.556425
SAU,2004,23.22889
SAU,2005,23.905654
SAU,2006,24.578301
SAU,2007,25.252569
SAU,2008,25.94077
SAU,2009,26.661492
SAU,2010,27.425676
SAU,2011,28.23802
SAU,2012,29.086357
SAU,2013,29.944476
SAU,2014,30.776722
SAU,2015,31.557144
SAU,2016,31.78758
SAU,2017,32.612641
SAU,2018,33.41366
SGP,1960,1.6464
SGP,1961,1.7024
SGP,1962,1.7502
SGP,1963,1.795
SGP,1964,1.8416
SGP,1965,1.8869
SGP,1966,1.9344
SGP,1967,1.9776
SGP,1968,2.012
SGP,1969,2.0425
SGP,1970,2.013563
SGP,1971,2.1129
SGP,1972,2.1524
SGP,1973,2.193
SGP,1974,2.2298
SGP,1975,2.2626
SGP,1976,2.2933
SGP,1977,2.3253
SGP,1978,2.3536
SGP,1979,2.3835
SGP,1980,2.282125
SGP,1981,2.324403
SGP,1982,2.365707
SGP,1983,2.406165
SGP,1984,2.443705
SGP,1985,2.482615
SGP,1986,2.518598
SGP,1987,2.553864
SGP,1988,2.598458
SGP,1989,2.647627
SGP,1990,2.735868
SGP,1991,2.794704
SGP,1992,2.849754
SGP,1993,2.904547
SGP,1994,2.95935
SGP,1995,3.013515
SGP,1996,3.068132
SGP,1997,3.123403
SGP,1998,3.180018
SGP,1999,3.229681
SGP,2000,3.273363
SGP,2001,3.325902
SGP,2002,3.382944
SGP,2003,3.366891
SGP,2004,3.413266
SGP,2005,3.467814
SGP,2006,3.525894
SGP,2007,3.583082
SGP,2008,3.642659
SGP,2009,3.733876
SGP,2010,3.771721
SGP,2011,3.789251
SGP,2012,3.818205
SGP,2013,3.844751
SGP,2014,3.870739
SGP,2015,3.90269
SGP,2016,3.933559
SGP,2017,3.965796
SGP,2018,3.994283
WLD,1960,3033.212527
WLD,1961,3090.305279
WLD,1962,3149.244245
WLD,1963,3210.271352
WLD,1964,3273.670772
WLD,1965,3339.592688
WLD,1966,3408.121405
WLD,1967,3479.053821
WLD,1968,3551.8807
WLD,1969,3625.905514
WLD,1970,3700.57765
WLD,1971,3775.7909
WLD,1972,3851.545181
WLD,1973,3927.538695
WLD,1974,4003.448151
WLD,1975,4079.087198
WLD,1976,4154.287594
WLD,1977,4229.201257
WLD,1978,4304.377112
WLD,1979,4380.585755
WLD,1980,4458.411534
WLD,1981,4537.845777
WLD,1982,4618.776168
WLD,1983,4701.530843
WLD,1984,4786.483862
WLD,1985,4873.781796
WLD,1986,4963.633228
WLD,1987,5055.636132
WLD,1988,5148.556956
WLD,1989,5240.735117
WLD,1990,5330.94346
WLD,1991,5418.758803
WLD,1992,5504.401149
WLD,1993,5588.094837
WLD,1994,5670.319703
WLD,1995,5751.474416
WLD,1996,5831.56502
WLD,1997,5910.566295
WLD,1998,5988.846103
WLD,1999,6066.867391
WLD,2000,6145.006989
WLD,2001,6223.412158
WLD,2002,6302.149639
WLD,2003,6381.408987
WLD,2004,6461.370865
WLD,2005,6542.159383
WLD,2006,6623.847913
WLD,2007,6706.418593
WLD,2008,6789.771253
WLD,2009,6873.741054
WLD,2010,6958.169159
WLD,2011,7043.008586
WLD,2012,7128.176935
WLD,2013,7213.426452
WLD,2014,7298.453033
WLD,2015,7383.00882
WLD,2016,7466.96428
WLD,2017,7550.262101
WLD,2018,7632.819325
G20,1960,2230.443698
G20,1961,2267.801227
G20,1962,2306.597745
G20,1963,2346.751486
G20,1964,2388.734828
G20,1965,2432.630275
G20,1966,2477.988333
G20,1967,2525.649871
G20,1968,2574.414771
G20,1969,2624.354097
G20,1970,2674.325916
G20,1971,2725.508199
G20,1972,2776.729912
G20,1973,2827.413683
G20,1974,2877.372644
G20,1975,2926.537736
G20,1976,2974.157202
G20,1977,3020.913177
G20,1978,3067.339496
G20,1979,3114.074933
G20,1980,3162.483068
G20,1981,3210.652944
G20,1982,3259.027364
G20,1983,3308.220369
G20,1984,3358.517581
G20,1985,3410.424587
G20,1986,3464.200023
G20,1987,3519.215318
G20,1988,3574.829474
G20,1989,3629.776154
G20,1990,3683.471388
G20,1991,3736.277506
G20,1992,3785.660383
G20,1993,3832.750439
G20,1994,3877.99663
G20,1995,3922.073423
G20,1996,3964.871832
G20,1997,4006.642937
G20,1998,4047.37022
G20,1999,4087.534548
G20,2000,4128.026687
G20,2001,4167.607608
G20,2002,4205.746698
G20,2003,4245.150311
G20,2004,4284.481943
G20,2005,4323.960216
G20,2006,4363.572942
G20,2007,4403.733216
G20,2008,4444.180921
G20,2009,4483.806528
G20,2010,4519.624729
G20,2011,4556.834925
G20,2012,4594.646713
G20,2013,4632.240533
G20,2014,4669.929831
G20,2015,4706.471371
G20,2016,4741.896267
G20,2017,4776.332563
G20,2018,4809.944671
