LOCATION,Year,Value
USA,2009,306.771529
USA,2010,309.326085
USA,2011,311.580009
USA,2012,313.874218
USA,2013,316.057727
USA,2014,318.386421
USA,2015,320.742673
USA,2016,323.071342
USA,2017,325.147121
USA,2018,327.167434
BRA,1960,72.207554
BRA,1961,74.351763
BRA,1962,76.573248
BRA,1963,78.854019
BRA,1964,81.168654
BRA,1965,83.49802
BRA,1966,85.837799
BRA,1967,88.191378
BRA,1968,90.557064
BRA,1969,92.935072
BRA,1970,95.326793
BRA,1971,97.728961
BRA,1972,100.143598
BRA,1973,102.584278
BRA,1974,105.069367
BRA,1975,107.6121
BRA,1976,110.213082
BRA,1977,112.867867
BRA,1978,115.577669
BRA,1979,118.342626
BRA,1980,122.08151
BRA,1981,124.807167
BRA,1982,127.604588
BRA,1983,130.434274
BRA,1984,133.238189
BRA,1985,135.979454
BRA,1986,138.662472
BRA,1987,141.282564
BRA,1988,143.851505
BRA,1989,146.393753
BRA,1990,148.935328
BRA,1991,151.467861
BRA,1992,153.973883
BRA,1993,156.454116
BRA,1994,158.910651
BRA,1995,161.345581
BRA,1996,163.767821
BRA,1997,166.187066
BRA,1998,168.6064
BRA,1999,171.029011
BRA,2000,173.765726
BRA,2001,176.208646
BRA,2002,178.499255
BRA,2003,180.708344
BRA,2004,182.865043
BRA,2005,184.991143
BRA,2006,187.06161
BRA,2007,189.038268
BRA,2008,191.010274
BRA,2009,192.980905
BRA,2010,194.890682
BRA,2011,196.603732
BRA,2012,198.314934
BRA,2013,200.004188
BRA,2014,201.717541
BRA,2015,203.475683
BRA,2016,205.156587
BRA,2017,206.804741
BRA,2018,208.4949
CHL,1960,7.643277
CHL,1961,7.843945
CHL,1962,8.044614
CHL,1963,8.245284
CHL,1964,8.445953
CHL,1965,8.646622
CHL,1966,8.831223
CHL,1967,9.015825
CHL,1968,9.200427
CHL,1969,9.385028
CHL,1970,9.569631
CHL,1971,9.738347
CHL,1972,9.907065
CHL,1973,10.075782
CHL,1974,10.244501
CHL,1975,10.413219
CHL,1976,10.565409
CHL,1977,10.7176
CHL,1978,10.869791
CHL,1979,11.021982
CHL,1980,11.174173
CHL,1981,11.359773
CHL,1982,11.545372
CHL,1983,11.730972
CHL,1984,11.916572
CHL,1985,12.102174
CHL,1986,12.317494
CHL,1987,12.532815
CHL,1988,12.748135
CHL,1989,12.963457
CHL,1990,13.178782
CHL,1991,13.42201
CHL,1992,13.737062
CHL,1993,13.956766
CHL,1994,14.171821
CHL,1995,14.381249
CHL,1996,14.584947
CHL,1997,14.782706
CHL,1998,14.974898
CHL,1999,15.162353
CHL,2000,15.343326
CHL,2001,15.520049
CHL,2002,15.691701
CHL,2003,15.856977
CHL,2004,16.022133
CHL,2005,16.183489
CHL,2006,16.34789
CHL,2007,16.517933
CHL,2008,16.697754
CHL,2009,16.881078
CHL,2010,17.063927
CHL,2011,17.254159
CHL,2012,17.443491
CHL,2013,17.611902
CHL,2014,17.787617
CHL,2015,17.971423
CHL,2016,18.167147
CHL,2017,18.419192
CHL,2018,18.751405
COL,1960,16.480383
COL,1961,16.982315
COL,1962,17.500171
COL,1963,18.03355
COL,1964,18.581974
COL,1965,19.144223
COL,1966,19.721462
COL,1967,20.311371
COL,1968,20.905059
COL,1969,21.490945
COL,1970,22.061215
COL,1971,22.611986
COL,1972,23.146803
COL,1973,23.674504
COL,1974,24.208021
COL,1975,24.756973
COL,1976,25.323406
COL,1977,25.905127
COL,1978,26.502166
COL,1979,27.113512
COL,1980,27.7379
COL,1981,28.375991
COL,1982,29.027162
COL,1983,29.687094
COL,1984,30.350086
COL,1985,30.802221
COL,1986,31.439997
COL,1987,32.096973
COL,1988,32.76711
COL,1989,33.446912
COL,1990,34.130022
COL,1991,34.83057
COL,1992,35.52094
COL,1993,36.207108
COL,1994,36.853905
COL,1995,37.472184
COL,1996,38.06805
COL,1997,38.635691
COL,1998,39.184456
COL,1999,39.730798
COL,2000,40.295563
COL,2001,40.813541
COL,2002,41.328824
COL,2003,41.848959
COL,2004,42.368489
COL,2005,42.888592
COL,2006,43.405956
COL,2007,43.926929
COL,2008,44.451147
COL,2009,44.978832
COL,2010,45.509584
COL,2011,46.044601
COL,2012,46.581823
COL,2013,47.121089
COL,2014,47.661787
COL,2015,48.203405
COL,2016,48.747708
COL,2017,49.291609
COL,2018,49.83424
EST,1960,1.216819
EST,1961,1.230499
EST,1962,1.245076
EST,1963,1.260213
EST,1964,1.275437
EST,1965,1.290396
EST,1966,1.304987
EST,1967,1.319245
EST,1968,1.333176
EST,1969,1.346818
EST,1970,1.360076
EST,1971,1.376955
EST,1972,1.392518
EST,1973,1.405951
EST,1974,1.418169
EST,1975,1.429352
EST,1976,1.439576
EST,1977,1.450211
EST,1978,1.460188
EST,1979,1.468333
EST,1980,1.477219
EST,1981,1.487666
EST,1982,1.498414
EST,1983,1.508745
EST,1984,1.518617
EST,1985,1.528781
EST,1986,1.54019
EST,1987,1.552221
EST,1988,1.5619
EST,1989,1.568131
EST,1990,1.569174
EST,1991,1.561314
EST,1992,1.533091
EST,1993,1.494128
EST,1994,1.462514
EST,1995,1.436634
EST,1996,1.415594
EST,1997,1.399535
EST,1998,1.386156
EST,1999,1.375654
EST,2000,1.396985
EST,2001,1.388115
EST,2002,1.37935
EST,2003,1.37072
EST,2004,1.36255
EST,2005,1.354775
EST,2006,1.34681
EST,2007,1.34068
EST,2008,1.33709
EST,2009,1.334515
EST,2010,1.331475
EST,2011,1.327439
EST,2012,1.322696
EST,2013,1.317997
EST,2014,1.314545
EST,2015,1.314608
EST,2016,1.31579
EST,2017,1.317384
EST,2018,1.321977
ISR,1960,2.1504
ISR,1961,2.2342
ISR,1962,2.3318
ISR,1963,2.4301
ISR,1964,2.5256
ISR,1965,2.5984
ISR,1966,2.6574
ISR,1967,2.708
ISR,1968,2.8067
ISR,1969,2.8791
ISR,1970,2.9582
ISR,1971,3.0456
ISR,1972,3.225
ISR,1973,3.2779
ISR,1974,3.3772
ISR,1975,3.4553
ISR,1976,3.5331
ISR,1977,3.613
ISR,1978,3.6926
ISR,1979,3.7864
ISR,1980,3.8777
ISR,1981,3.9498
ISR,1982,4.0207
ISR,1983,4.1061
ISR,1984,4.1591
ISR,1985,4.233
ISR,1986,4.2988
ISR,1987,4.3689
ISR,1988,4.4417
ISR,1989,4.5182
ISR,1990,4.6602
ISR,1991,4.9491
ISR,1992,5.1235
ISR,1993,5.2614
ISR,1994,5.3993
ISR,1995,5.5449
ISR,1996,5.6851
ISR,1997,5.8289
ISR,1998,5.9707
ISR,1999,6.1253
ISR,2000,6.2892
ISR,2001,6.439
ISR,2002,6.57
ISR,2003,6.6897
ISR,2004,6.809
ISR,2005,6.930128
ISR,2006,7.053707
ISR,2007,7.180115
ISR,2008,7.308795
ISR,2009,7.485565
ISR,2010,7.623561
ISR,2011,7.765832
ISR,2012,7.910525
ISR,2013,8.059456
ISR,2014,8.215668
ISR,2015,8.380149
ISR,2016,8.546009
ISR,2017,8.7133
ISR,2018,8.872943
RUS,1960,119.860288
RUS,1961,121.390406
RUS,1962,122.84295
RUS,1963,124.193394
RUS,1964,125.412625
RUS,1965,126.483875
RUS,1966,127.395883
RUS,1967,128.164764
RUS,1968,128.836021
RUS,1969,129.472835
RUS,1970,130.123431
RUS,1971,130.805201
RUS,1972,131.514099
RUS,1973,132.25078
RUS,1974,133.008905
RUS,1975,133.784384
RUS,1976,134.580091
RUS,1977,135.402802
RUS,1978,136.255397
RUS,1979,137.140562
RUS,1980,138.05871
RUS,1981,139.002314
RUS,1982,139.964753
RUS,1983,140.946861
RUS,1984,141.950629
RUS,1985,142.971168
RUS,1986,144.011513
RUS,1987,145.051663
RUS,1988,146.035578
RUS,1989,146.890544
RUS,1990,147.969413
RUS,1991,148.39422
RUS,1992,148.53819
RUS,1993,148.45878
RUS,1994,148.407906
RUS,1995,148.375796
RUS,1996,148.160121
RUS,1997,147.915371
RUS,1998,147.670787
RUS,1999,147.214777
RUS,2000,146.596873
RUS,2001,145.976465
RUS,2002,145.306489
RUS,2003,144.565937
RUS,2004,143.821218
RUS,2005,143.113885
RUS,2006,142.487259
RUS,2007,142.114903
RUS,2008,141.956413
RUS,2009,141.909248
RUS,2010,142.389969
RUS,2011,142.960911
RUS,2012,143.201721
RUS,2013,143.506995
RUS,2014,143.819657
RUS,2015,144.096881
RUS,2016,144.3424
RUS,2017,144.496738
RUS,2018,144.491104
SVN,1960,1.580145
SVN,1961,1.59545
SVN,1962,1.60498
SVN,1963,1.614414
SVN,1964,1.630553
SVN,1965,1.650413
SVN,1966,1.669606
SVN,1967,1.690939
SVN,1968,1.703708
SVN,1969,1.714022
SVN,1970,1.726513
SVN,1971,1.729941
SVN,1972,1.741343
SVN,1973,1.753296
SVN,1974,1.76604
SVN,1975,1.778454
SVN,1976,1.786977
SVN,1977,1.799384
SVN,1978,1.810997
SVN,1979,1.824001
SVN,1980,1.884477
SVN,1981,1.896133
SVN,1982,1.910335
SVN,1983,1.922322
SVN,1984,1.932154
SVN,1985,1.94164
SVN,1986,1.980718
SVN,1987,1.989462
SVN,1988,1.999988
SVN,1989,1.999404
SVN,1990,1.99809
SVN,1991,2.001768
SVN,1992,1.995832
SVN,1993,1.990623
SVN,1994,1.98885
SVN,1995,1.987505
SVN,1996,1.991169
SVN,1997,1.986848
SVN,1998,1.982603
SVN,1999,1.985557
SVN,2000,1.990272
SVN,2001,1.992035
SVN,2002,1.995718
SVN,2003,1.996773
SVN,2004,1.997004
SVN,2005,2.001114
SVN,2006,2.008516
SVN,2007,2.019406
SVN,2008,2.022629
SVN,2009,2.042335
SVN,2010,2.049261
SVN,2011,2.052496
SVN,2012,2.056262
SVN,2013,2.059114
SVN,2014,2.061623
SVN,2015,2.063077
SVN,2016,2.064241
SVN,2017,2.066161
SVN,2018,2.07005
CHN,1960,657.686143
CHN,1961,668.334897
CHN,1962,679.732315
CHN,1963,692.28049
CHN,1964,706.460953
CHN,1965,722.562183
CHN,1966,740.745642
CHN,1967,760.771063
CHN,1968,782.008729
CHN,1969,803.577221
CHN,1970,824.788457
CHN,1971,845.481578
CHN,1972,865.68653
CHN,1973,885.145933
CHN,1974,903.613538
CHN,1975,920.945083
CHN,1976,937.018252
CHN,1977,951.927444
CHN,1978,966.039822
CHN,1979,979.880619
CHN,1980,993.87731
CHN,1981,1008.000152
CHN,1982,1022.253396
CHN,1983,1037.123834
CHN,1984,1053.210735
CHN,1985,1070.863389
CHN,1986,1090.348056
CHN,1987,1111.341725
CHN,1988,1132.866344
CHN,1989,1153.565894
CHN,1990,1172.4452
CHN,1991,1189.183522
CHN,1992,1204.003901
CHN,1993,1217.129133
CHN,1994,1228.991932
CHN,1995,1239.940004
CHN,1996,1249.981441
CHN,1997,1259.066974
CHN,1998,1267.441503
CHN,1999,1275.406699
CHN,2000,1283.19897
CHN,2001,1290.937649
CHN,2002,1298.646577
CHN,2003,1306.343911
CHN,2004,1314.007478
CHN,2005,1321.62349
CHN,2006,1329.209094
CHN,2007,1336.800506
CHN,2008,1344.415227
CHN,2009,1352.068091
CHN,2010,1359.755102
CHN,2011,1367.480264
CHN,2012,1375.198619
CHN,2013,1382.793212
CHN,2014,1390.110388
CHN,2015,1397.028553
CHN,2016,1403.500365
CHN,2017,1409.517397
CHN,2018,1415.045928
IND,1960,449.480608
IND,1961,458.494963
IND,1962,467.852537
IND,1963,477.52797
IND,1964,487.484535
IND,1965,497.702365
IND,1966,508.161935
IND,1967,518.889779
IND,1968,529.967317
IND,1969,541.505076
IND,1970,553.578513
IND,1971,566.224812
IND,1972,579.411513
IND,1973,593.058926
IND,1974,607.050255
IND,1975,621.30172
IND,1976,635.771734
IND,1977,650.48503
IND,1978,665.502284
IND,1979,680.915804
IND,1980,696.783517
IND,1981,713.118032
IND,1982,729.868013
IND,1983,746.949067
IND,1984,764.245202
IND,1985,781.666671
IND,1986,799.181436
IND,1987,816.792741
IND,1988,834.489322
IND,1989,852.270034
IND,1990,870.13348
IND,1991,888.054875
IND,1992,906.021106
IND,1993,924.057817
IND,1994,942.204249
IND,1995,960.482795
IND,1996,978.893217
IND,1997,997.405318
IND,1998,1015.974042
IND,1999,1034.539214
IND,2000,1053.050912
IND,2001,1071.477855
IND,2002,1089.807112
IND,2003,1108.027848
IND,2004,1126.135777
IND,2005,1144.118674
IND,2006,1161.977719
IND,2007,1179.681239
IND,2008,1197.146906
IND,2009,1214.270132
IND,2010,1230.980691
IND,2011,1247.236029
IND,2012,1263.065852
IND,2013,1278.562207
IND,2014,1293.859294
IND,2015,1309.05398
IND,2016,1324.171354
IND,2017,1339.180127
IND,2018,1354.051854
IDN,1960,87.792515
IDN,1961,90.138235
IDN,1962,92.558005
IDN,1963,95.055665
IDN,1964,97.638029
IDN,1965,100.308894
IDN,1966,103.067354
IDN,1967,105.907403
IDN,1968,108.821564
IDN,1969,111.800091
IDN,1970,114.83478
IDN,1971,117.921998
IDN,1972,121.059513
IDN,1973,124.242298
IDN,1974,127.465231
IDN,1975,130.724115
IDN,1976,134.01069
IDN,1977,137.322118
IDN,1978,140.665856
IDN,1979,144.053518
IDN,1980,147.490365
IDN,1981,150.97884
IDN,1982,154.506265
IDN,1983,158.044343
IDN,1984,161.555583
IDN,1985,165.012196
IDN,1986,168.402025
IDN,1987,171.728917
IDN,1988,175.000916
IDN,1989,178.233223
IDN,1990,181.436821
IDN,1991,184.615979
IDN,1992,187.766086
IDN,1993,190.879523
IDN,1994,193.945272
IDN,1995,196.957849
IDN,1996,199.914831
IDN,1997,202.826465
IDN,1998,205.715544
IDN,1999,208.612556
IDN,2000,211.540429
IDN,2001,214.506502
IDN,2002,217.508059
IDN,2003,220.545214
IDN,2004,223.614649
IDN,2005,226.71273
IDN,2006,229.838202
IDN,2007,232.989141
IDN,2008,236.159276
IDN,2009,239.340478
IDN,2010,238.5188
IDN,2011,241.9907
IDN,2012,245.4252
IDN,2013,248.8181
IDN,2014,252.1648
IDN,2015,255.4617
IDN,2016,258.705
IDN,2017,261.8909
IDN,2018,265.0153
ZAF,1960,17.456855
ZAF,1961,17.920673
ZAF,1962,18.401608
ZAF,1963,18.899275
ZAF,1964,19.412975
ZAF,1965,19.942303
ZAF,1966,20.486439
ZAF,1967,21.045785
ZAF,1968,21.62259
ZAF,1969,22.219897
ZAF,1970,22.839451
ZAF,1971,23.482813
ZAF,1972,24.148137
ZAF,1973,24.829693
ZAF,1974,25.519604
ZAF,1975,26.212405
ZAF,1976,26.904349
ZAF,1977,27.597297
ZAF,1978,28.29815
ZAF,1979,29.017049
ZAF,1980,29.760471
ZAF,1981,30.532954
ZAF,1982,31.330259
ZAF,1983,32.139708
ZAF,1984,32.943584
ZAF,1985,33.730148
ZAF,1986,34.490419
ZAF,1987,35.230249
ZAF,1988,35.970537
ZAF,1989,36.740883
ZAF,1990,37.560525
ZAF,1991,38.437855
ZAF,1992,39.360225
ZAF,1993,40.300161
ZAF,1994,41.218901
ZAF,1995,42.088165
ZAF,1996,42.89852
ZAF,1997,43.657024
ZAF,1998,44.372112
ZAF,1999,45.058775
ZAF,2000,45.728315
ZAF,2001,46.385006
ZAF,2002,45.76571
ZAF,2003,46.243716
ZAF,2004,46.741256
ZAF,2005,47.268914
ZAF,2006,47.839908
ZAF,2007,48.476016
ZAF,2008,49.17655
ZAF,2009,49.928233
ZAF,2010,50.724112
ZAF,2011,51.550684
ZAF,2012,52.409724
ZAF,2013,53.282289
ZAF,2014,54.166787
ZAF,2015,55.055626
ZAF,2016,55.946872
ZAF,2017,56.837474
ZAF,2018,57.725606
EU28,1960,408.448041
EU28,1961,411.966937
EU28,1962,415.925486
EU28,1963,419.703586
EU28,1964,423.344889
EU28,1965,426.855679
EU28,1966,429.957082
EU28,1967,432.983791
EU28,1968,435.677712
EU28,1969,438.549682
EU28,1970,440.724041
EU28,1971,443.165619
EU28,1972,445.977292
EU28,1973,448.584383
EU28,1974,450.977647
EU28,1975,453.230802
EU28,1976,455.302767
EU28,1977,457.299125
EU28,1978,459.216123
EU28,1979,461.027975
EU28,1980,462.976988
EU28,1981,464.680718
EU28,1982,465.80785
EU28,1983,466.876478
EU28,1984,467.88115
EU28,1985,468.960685
EU28,1986,470.182543
EU28,1987,471.477553
EU28,1988,472.949149
EU28,1989,474.460706
EU28,1990,475.933851
EU28,1991,478.723976
EU28,1992,480.165732
EU28,1993,481.559075
EU28,1994,482.615362
EU28,1995,483.519568
EU28,1996,484.344995
EU28,1997,485.07675
EU28,1998,485.731663
EU28,1999,486.577554
EU28,2000,487.732368
EU28,2001,488.457887
EU28,2002,489.712694
EU28,2003,491.5624
EU28,2004,493.422331
EU28,2005,495.49782
EU28,2006,497.262107
EU28,2007,499.283942
EU28,2008,501.249177
EU28,2009,502.722092
EU28,2010,504.286223
EU28,2011,503.891769
EU28,2012,504.985115
EU28,2013,506.412977
EU28,2014,508.243486
EU28,2015,509.672282
EU28,2016,511.15239
EU28,2017,512.151635
EU28,2018,513.179223
OECD,1960,790.958808
OECD,1961,801.899345
OECD,1962,813.169243
OECD,1963,824.258339
OECD,1964,835.211801
OECD,1965,845.848608
OECD,1966,855.611107
OECD,1967,865.573047
OECD,1968,875.32679
OECD,1969,885.107683
OECD,1970,894.555966
OECD,1971,905.0116
OECD,1972,915.430633
OECD,1973,925.334276
OECD,1974,935.02354
OECD,1975,944.54231
OECD,1976,953.372855
OECD,1977,962.170486
OECD,1978,971.024327
OECD,1979,979.93304
OECD,1980,988.766734
OECD,1981,997.611298
OECD,1982,1006.103884
OECD,1983,1014.236972
OECD,1984,1022.048263
OECD,1985,1029.917012
OECD,1986,1037.893938
OECD,1987,1045.677351
OECD,1988,1053.653267
OECD,1989,1062.024612
OECD,1990,1070.890025
OECD,1991,1082.066179
OECD,1992,1091.918507
OECD,1993,1101.074141
OECD,1994,1109.602497
OECD,1995,1117.906796
OECD,1996,1126.062186
OECD,1997,1134.188533
OECD,1998,1141.965661
OECD,1999,1149.781576
OECD,2000,1157.922898
OECD,2001,1165.984021
OECD,2002,1174.166054
OECD,2003,1182.226578
OECD,2004,1190.327709
OECD,2005,1198.664295
OECD,2006,1207.224137
OECD,2007,1216.4299
OECD,2008,1225.897618
OECD,2009,1234.509706
OECD,2010,1243.038933
OECD,2011,1249.05554
OECD,2012,1256.390205
OECD,2013,1263.936688
OECD,2014,1272.14574
OECD,2015,1279.863664
OECD,2016,1287.731405
OECD,2017,1294.830176
OECD,2018,1301.969697
LVA,1960,2.129586
LVA,1961,2.15766
LVA,1962,2.185878
LVA,1963,2.213803
LVA,1964,2.240945
LVA,1965,2.266941
LVA,1966,2.291465
LVA,1967,2.3145
LVA,1968,2.336322
LVA,1969,2.357395
LVA,1970,2.359164
LVA,1971,2.376389
LVA,1972,2.395674
LVA,1973,2.415819
LVA,1974,2.437186
LVA,1975,2.45613
LVA,1976,2.470989
LVA,1977,2.485073
LVA,1978,2.497921
LVA,1979,2.505953
LVA,1980,2.511701
LVA,1981,2.519421
LVA,1982,2.53108
LVA,1983,2.546011
LVA,1984,2.562047
LVA,1985,2.578873
LVA,1986,2.599892
LVA,1987,2.626583
LVA,1988,2.653434
LVA,1989,2.666955
LVA,1990,2.663146
LVA,1991,2.650581
LVA,1992,2.614338
LVA,1993,2.563289
LVA,1994,2.520742
LVA,1995,2.485054
LVA,1996,2.457226
LVA,1997,2.432851
LVA,1998,2.410027
LVA,1999,2.390477
LVA,2000,2.367549
LVA,2001,2.337172
LVA,2002,2.310176
LVA,2003,2.287955
LVA,2004,2.263123
LVA,2005,2.238799
LVA,2006,2.218351
LVA,2007,2.200325
LVA,2008,2.177324
LVA,2009,2.141668
LVA,2010,2.097553
LVA,2011,2.05971
LVA,2012,2.034324
LVA,2013,2.012647
LVA,2014,1.993785
LVA,2015,1.977523
LVA,2016,1.959535
LVA,2017,1.942247
LVA,2018,1.92717
ARG,1960,20.61601
ARG,1961,20.950583
ARG,1962,21.283784
ARG,1963,21.616406
ARG,1964,21.949246
ARG,1965,22.283102
ARG,1966,22.611643
ARG,1967,22.934338
ARG,1968,23.260684
ARG,1969,23.600177
ARG,1970,23.962314
ARG,1971,24.354307
ARG,1972,24.769829
ARG,1973,25.19805
ARG,1974,25.628164
ARG,1975,26.049353
ARG,1976,26.458241
ARG,1977,26.862054
ARG,1978,27.265831
ARG,1979,27.674632
ARG,1980,28.093507
ARG,1981,28.52412
ARG,1982,28.963109
ARG,1983,29.407972
ARG,1984,29.856213
ARG,1985,30.305336
ARG,1986,30.757601
ARG,1987,31.214665
ARG,1988,31.673154
ARG,1989,32.129676
ARG,1990,32.580854
ARG,1991,33.028546
ARG,1992,33.475005
ARG,1993,33.91744
ARG,1994,34.353066
ARG,1995,34.779096
ARG,1996,35.195575
ARG,1997,35.604362
ARG,1998,36.005387
ARG,1999,36.398577
ARG,2000,36.783859
ARG,2001,37.156654
ARG,2002,37.537783
ARG,2003,37.927463
ARG,2004,38.325927
ARG,2005,38.733406
ARG,2006,39.127239
ARG,2007,39.52944
ARG,2008,39.940234
ARG,2009,40.359828
ARG,2010,40.788453
ARG,2011,41.26149
ARG,2012,41.733271
ARG,2013,42.202935
ARG,2014,42.6695
ARG,2015,43.131966
ARG,2016,43.590368
ARG,2017,44.044811
ARG,2018,44.494502
BGR,1960,7.867374
BGR,1961,7.943118
BGR,1962,8.012946
BGR,1963,8.078145
BGR,1964,8.14434
BGR,1965,8.204168
BGR,1966,8.258057
BGR,1967,8.310226
BGR,1968,8.369603
BGR,1969,8.434172
BGR,1970,8.489574
BGR,1971,8.536395
BGR,1972,8.5762
BGR,1973,8.620967
BGR,1974,8.678745
BGR,1975,8.720742
BGR,1976,8.758599
BGR,1977,8.804183
BGR,1978,8.814032
BGR,1979,8.82594
BGR,1980,8.861535
BGR,1981,8.891117
BGR,1982,8.917457
BGR,1983,8.939738
BGR,1984,8.960679
BGR,1985,8.960547
BGR,1986,8.958171
BGR,1987,8.971359
BGR,1988,8.981446
BGR,1989,8.876972
BGR,1990,8.718289
BGR,1991,8.632367
BGR,1992,8.540164
BGR,1993,8.472313
BGR,1994,8.443591
BGR,1995,8.406067
BGR,1996,8.362826
BGR,1997,8.312068
BGR,1998,8.256786
BGR,1999,8.210624
BGR,2000,8.170172
BGR,2001,8.009142
BGR,2002,7.837161
BGR,2003,7.775327
BGR,2004,7.71686
BGR,2005,7.658972
BGR,2006,7.601022
BGR,2007,7.545338
BGR,2008,7.492561
BGR,2009,7.444443
BGR,2010,7.395599
BGR,2011,7.348328
BGR,2012,7.305888
BGR,2013,7.265115
BGR,2014,7.223938
BGR,2015,7.177991
BGR,2016,7.127822
BGR,2017,7.075947
BGR,2018,7.025037
CRI,1960,1.251508
CRI,1961,1.301084
CRI,1962,1.352695
CRI,1963,1.403804
CRI,1964,1.455625
CRI,1965,1.507565
CRI,1966,1.559922
CRI,1967,1.612363
CRI,1968,1.664202
CRI,1969,1.715441
CRI,1970,1.763665
CRI,1971,1.812029
CRI,1972,1.860528
CRI,1973,1.909614
CRI,1974,1.959976
CRI,1975,2.009819
CRI,1976,2.06332
CRI,1977,2.11779
CRI,1978,2.177452
CRI,1979,2.23989
CRI,1980,2.304094
CRI,1981,2.37006
CRI,1982,2.437231
CRI,1983,2.505453
CRI,1984,2.573769
CRI,1985,2.646142
CRI,1986,2.726063
CRI,1987,2.804079
CRI,1988,2.878888
CRI,1989,2.955335
CRI,1990,3.029336
CRI,1991,3.101536
CRI,1992,3.170537
CRI,1993,3.239868
CRI,1994,3.334223
CRI,1995,3.428278
CRI,1996,3.520866
CRI,1997,3.611224
CRI,1998,3.699939
CRI,1999,3.786841
CRI,2000,3.872349
CRI,2001,3.953393
CRI,2002,4.022431
CRI,2003,4.086405
CRI,2004,4.151823
CRI,2005,4.215248
CRI,2006,4.278656
CRI,2007,4.34039
CRI,2008,4.40409
CRI,2009,4.469337
CRI,2010,4.533894
CRI,2011,4.592149
CRI,2012,4.652459
CRI,2013,4.713168
CRI,2014,4.77313
CRI,2015,4.832234
CRI,2016,4.890379
CRI,2017,4.94749
CRI,2018,5.003402
HRV,1960,4.192634
HRV,1961,4.222502
HRV,1962,4.251421
HRV,1963,4.279058
HRV,1964,4.304984
HRV,1965,4.32892
HRV,1966,4.350815
HRV,1967,4.370856
HRV,1968,4.389321
HRV,1969,4.406607
HRV,1970,4.423073
HRV,1971,4.438818
HRV,1972,4.453985
HRV,1973,4.469035
HRV,1974,4.484521
HRV,1975,4.500868
HRV,1976,4.518103
HRV,1977,4.536198
HRV,1978,4.555413
HRV,1979,4.57603
HRV,1980,4.598126
HRV,1981,4.621418
HRV,1982,4.645409
HRV,1983,4.669614
HRV,1984,4.693432
HRV,1985,4.716117
HRV,1986,4.737949
HRV,1987,4.758152
HRV,1988,4.773683
HRV,1989,4.780627
HRV,1990,4.776374
HRV,1991,4.760003
HRV,1992,4.732864
HRV,1993,4.697536
HRV,1994,4.657799
HRV,1995,4.616762
HRV,1996,4.574853
HRV,1997,4.532298
HRV,1998,4.491742
HRV,1999,4.456298
HRV,2000,4.428069
HRV,2001,4.30045
HRV,2002,4.305443
HRV,2003,4.305553
HRV,2004,4.308296
HRV,2005,4.311674
HRV,2006,4.313016
HRV,2007,4.312751
HRV,2008,4.310884
HRV,2009,4.306315
HRV,2010,4.296353
HRV,2011,4.282913
HRV,2012,4.269063
HRV,2013,4.254469
HRV,2014,4.238389
HRV,2015,4.203604
HRV,2016,4.174349
HRV,2017,4.124531
HRV,2018,4.080666
CYP,1960,0.57293
CYP,1961,0.576395
CYP,1962,0.577691
CYP,1963,0.577913
CYP,1964,0.578627
CYP,1965,0.580966
CYP,1966,0.585308
CYP,1967,0.591308
CYP,1968,0.598493
CYP,1969,0.606113
CYP,1970,0.613621
CYP,1971,0.620859
CYP,1972,0.628002
CYP,1973,0.635111
CYP,1974,0.642339
CYP,1975,0.649755
CYP,1976,0.657534
CYP,1977,0.665528
CYP,1978,0.673251
CYP,1979,0.680011
CYP,1980,0.685406
CYP,1981,0.689173
CYP,1982,0.523734
CYP,1983,0.528071
CYP,1984,0.534958
CYP,1985,0.541502
CYP,1986,0.547747
CYP,1987,0.553736
CYP,1988,0.559639
CYP,1989,0.567674
CYP,1990,0.579898
CYP,1991,0.595105
CYP,1992,0.611151
CYP,1993,0.626087
CYP,1994,0.63917
CYP,1995,0.65086
CYP,1996,0.661326
CYP,1997,0.670764
CYP,1998,0.679042
CYP,1999,0.686675
CYP,2000,0.69402
CYP,2001,0.701537
CYP,2002,0.709631
CYP,2003,0.718305
CYP,2004,0.727977
CYP,2005,0.738541
CYP,2006,0.750964
CYP,2007,0.767128
CYP,2008,0.78663
CYP,2009,0.808038
CYP,2010,0.829444
CYP,2011,0.850882
CYP,2012,0.863945
CYP,2013,0.861938
CYP,2014,0.852511
CYP,2015,0.847662
CYP,2016,0.851559
CYP,2017,0.85952
CYP,2018,0.869006
LTU,1960,2.769866
LTU,1961,2.806913
LTU,1962,2.846388
LTU,1963,2.887074
LTU,1964,2.92738
LTU,1965,2.966162
LTU,1966,3.00279
LTU,1967,3.03744
LTU,1968,3.07069
LTU,1969,3.103511
LTU,1970,3.139689
LTU,1971,3.179041
LTU,1972,3.213622
LTU,1973,3.244438
LTU,1974,3.273894
LTU,1975,3.301652
LTU,1976,3.328664
LTU,1977,3.355036
LTU,1978,3.379514
LTU,1979,3.397842
LTU,1980,3.413202
LTU,1981,3.432947
LTU,1982,3.457179
LTU,1983,3.485192
LTU,1984,3.514205
LTU,1985,3.544543
LTU,1986,3.578914
LTU,1987,3.616367
LTU,1988,3.655049
LTU,1989,3.684255
LTU,1990,3.697838
LTU,1991,3.704134
LTU,1992,3.700114
LTU,1993,3.682613
LTU,1994,3.657144
LTU,1995,3.629102
LTU,1996,3.601613
LTU,1997,3.575137
